test_name                                      num_threads    ops_per_sec
Update.IncFewLargeDocLongFields                          1    1400.5
Update.IncFewLargeDocLongFields                          2    3184.4
Update.IncFewLargeDocLongFields                          4    5292.4
Update.SingleDocFieldAtOffset                            1    2047.23
Update.SingleDocFieldAtOffset                            2    2572.66
Update.SingleDocFieldAtOffset                            4    6922.68
Update.FieldAtOffset                                     1     145.556
Update.FieldAtOffset                                     2     302.465
Update.FieldAtOffset                                     4     591.554
Update.ManyElementsWithinArray                           1     366.252
Update.ManyElementsWithinArray                           2     602.886
Update.ManyElementsWithinArray                           4    1275.87
Update.MatchedElementWithinArray                         1    1009.81
Update.MatchedElementWithinArray                         2    1828.61
Update.MatchedElementWithinArray                         4    3460.33
Update.UniqueIndex                                       1    1771.36
Update.UniqueIndex                                       2    3060.74
Update.UniqueIndex                                       4    5831.98
Update.UniqueIndexCompoundReverse                        1    1696.56
Update.UniqueIndexCompoundReverse                        2    2964.26
Update.UniqueIndexCompoundReverse                        4    5531.95
Update.MmsIncShallow1                                    1    1677.01
Update.MmsIncShallow1                                    2    2898.65
Update.MmsIncShallow1                                    4    4322.26
Update.MmsIncShallow2                                    1    1584.92
Update.MmsIncShallow2                                    2    2683.65
Update.MmsIncShallow2                                    4    4679.45
Update.MmsIncDeep1                                       1    1431.88
Update.MmsIncDeep1                                       2    2556.1
Update.MmsIncDeep1                                       4    4152.45
Update.MmsIncDeepSharedPath2                             1    1458.81
Update.MmsIncDeepSharedPath2                             2    2590.94
Update.MmsIncDeepSharedPath2                             4    3530.02
Update.MmsIncDeepSharedPath3                             1    1661.77
Update.MmsIncDeepSharedPath3                             2    2762.92
Update.MmsIncDeepSharedPath3                             4    4605.6
Update.MmsIncDeepDistinctPath2                           1    1491.2
Update.MmsIncDeepDistinctPath2                           2    2488.04
Update.MmsIncDeepDistinctPath2                           4    4144.63
Update.MmsIncDeepDistinctPath3                           1    1440.46
Update.MmsIncDeepDistinctPath3                           2    2662.64
Update.MmsIncDeepDistinctPath3                           4    3777.95
Update.MmsIncDeepDistinctPath4                           1    1386.18
Update.MmsIncDeepDistinctPath4                           2    2584.32
Update.MmsIncDeepDistinctPath4                           4    4051.35
Update.MmsSetDeepDistinctPaths                           1    1274.8
Update.MmsSetDeepDistinctPaths                           2    2505.75
Update.MmsSetDeepDistinctPaths                           4    3582.89
