test_name                                      num_threads    ops_per_sec
Insert.UniqueIndexCompound                               1    1686.54
Insert.UniqueIndexCompound                               2    3187.3
Insert.UniqueIndexCompound                               4    5568.73
Insert.UniqueIndexCompoundReverse                        1    1601.46
Insert.UniqueIndexCompoundReverse                        2    3526.83
Insert.UniqueIndexCompoundReverse                        4    5651.46
Insert.LargeDocVector                                    1     207.874
Insert.LargeDocVector                                    2     355.422
Insert.LargeDocVector                                    4     527.293
MultiUpdate.Uncontended.SingleDoc.NoIndex                1    1367.4
MultiUpdate.Uncontended.SingleDoc.NoIndex                2    3190.93
MultiUpdate.Uncontended.SingleDoc.NoIndex                4    5534.15
MultiUpdate.Uncontended.SingleDoc.Indexed                1    1651.63
MultiUpdate.Uncontended.SingleDoc.Indexed                2    2832.02
MultiUpdate.Uncontended.SingleDoc.Indexed                4    4495.53
MultiUpdate.Uncontended.TwoDocs.NoIndex                  1    1421.55
MultiUpdate.Uncontended.TwoDocs.NoIndex                  2    2769.9
MultiUpdate.Uncontended.TwoDocs.NoIndex                  4    4772.66
MultiUpdate.Uncontended.TwoDocs.Indexed                  1    1435.85
MultiUpdate.Uncontended.TwoDocs.Indexed                  2    2459.29
MultiUpdate.Uncontended.TwoDocs.Indexed                  4    4146.55
MultiUpdate.Contended.Low.NoIndex                        1    1587.5
MultiUpdate.Contended.Low.NoIndex                        2    3171.73
MultiUpdate.Contended.Low.NoIndex                        4    5871.11
MultiUpdate.Contended.Low.Indexed                        1    1610.52
MultiUpdate.Contended.Low.Indexed                        2    3079.96
MultiUpdate.Contended.Low.Indexed                        4    5495.41
MultiUpdate.Contended.Medium.NoIndex                     1      14.2466
MultiUpdate.Contended.Medium.NoIndex                     2      24.0244
MultiUpdate.Contended.Medium.NoIndex                     4      40.1728
MultiUpdate.Contended.Medium.Indexed                     1      11.2139
MultiUpdate.Contended.Medium.Indexed                     2      19.9714
MultiUpdate.Contended.Medium.Indexed                     4      32.5978
MultiUpdate.Contended.Hot.NoIndex                        1     591.758
MultiUpdate.Contended.Hot.NoIndex                        2    1174.27
MultiUpdate.Contended.Hot.NoIndex                        4    2234.55
MultiUpdate.Contended.Hot.Indexed                        1     486.631
MultiUpdate.Contended.Hot.Indexed                        2     960.627
MultiUpdate.Contended.Hot.Indexed                        4    1691.68
MultiUpdate.Contended.Doc.Seq.NoIndex                    1    1579.79
MultiUpdate.Contended.Doc.Seq.NoIndex                    2    2887.21
MultiUpdate.Contended.Doc.Seq.NoIndex                    4    4086.54
MultiUpdate.Contended.Doc.Seq.Indexed                    1    1400.42
MultiUpdate.Contended.Doc.Seq.Indexed                    2    3015.45
MultiUpdate.Contended.Doc.Seq.Indexed                    4    4830.18
MultiUpdate.Contended.Doc.Rnd.NoIndex                    1    1936.58
MultiUpdate.Contended.Doc.Rnd.NoIndex                    2    4127.91
MultiUpdate.Contended.Doc.Rnd.NoIndex                    4    7721.95
MultiUpdate.Contended.Doc.Rnd.Indexed                    1    2154.71
MultiUpdate.Contended.Doc.Rnd.Indexed                    2    4075.75
MultiUpdate.Contended.Doc.Rnd.Indexed                    4    7282.24
Update.IncNoIndex                                        1    1432.33
Update.IncNoIndex                                        2    3369.07
Update.IncNoIndex                                        4    5076.44
Update.IncWithIndex                                      1    1605.1
Update.IncWithIndex                                      2    3237.95
Update.IncWithIndex                                      4    3935.68
Update.IncNoIndexUpsert                                  1    1080.42
Update.IncNoIndexUpsert                                  2    3322.58
Update.IncNoIndexUpsert                                  4    4601.7
Update.IncWithIndexUpsert                                1    1659.02
Update.IncWithIndexUpsert                                2    2885.6
Update.IncWithIndexUpsert                                4    5474.34
Update.IncFewSmallDoc                                    1    1633.48
Update.IncFewSmallDoc                                    2    2667.04
Update.IncFewSmallDoc                                    4    4171.24
Update.IncFewLargeDoc                                    1    1169.63
Update.IncFewLargeDoc                                    2    2686.4
Update.IncFewLargeDoc                                    4    3774.95
Update.IncFewSmallDocLongFields                          1    1213.92
Update.IncFewSmallDocLongFields                          2    2673.2
Update.IncFewSmallDocLongFields                          4    4244.63
Update.IncFewLargeDocLongFields                          1    1435.2
Update.IncFewLargeDocLongFields                          2    3121.97
Update.IncFewLargeDocLongFields                          4    5282.35
Update.SingleDocFieldAtOffset                            1    2217.91
Update.SingleDocFieldAtOffset                            2    4652.02
Update.SingleDocFieldAtOffset                            4    8324.23
Update.FieldAtOffset                                     1     136.328
Update.FieldAtOffset                                     2     228.247
Update.FieldAtOffset                                     4     476.168
Update.ManyElementsWithinArray                           1     269.95
Update.ManyElementsWithinArray                           2     645.123
Update.ManyElementsWithinArray                           4     953.38
Update.MatchedElementWithinArray                         1     963.271
Update.MatchedElementWithinArray                         2    1616.59
Update.MatchedElementWithinArray                         4    2378.21
Update.UniqueIndex                                       1    1096.69
Update.UniqueIndex                                       2    2739.27
Update.UniqueIndex                                       4    5229.7
Update.UniqueIndexCompoundReverse                        1    1497.67
Update.UniqueIndexCompoundReverse                        2    3161.49
Update.UniqueIndexCompoundReverse                        4    5004.43
Update.MmsIncShallow1                                    1    1235.15
Update.MmsIncShallow1                                    2    2885.23
Update.MmsIncShallow1                                    4    4346.71
Update.MmsIncShallow2                                    1    1465.47
Update.MmsIncShallow2                                    2    2759.96
Update.MmsIncShallow2                                    4    3967.28
Update.MmsIncDeep1                                       1    1502.81
Update.MmsIncDeep1                                       2    2799.92
Update.MmsIncDeep1                                       4    4536.46
Update.MmsIncDeepSharedPath2                             1    1512.11
Update.MmsIncDeepSharedPath2                             2    2611.31
Update.MmsIncDeepSharedPath2                             4    4338.73
Update.MmsIncDeepSharedPath3                             1    1413.06
Update.MmsIncDeepSharedPath3                             2    2367.12
Update.MmsIncDeepSharedPath3                             4    4196.61
Update.MmsIncDeepDistinctPath2                           1    1436.79
Update.MmsIncDeepDistinctPath2                           2    2940.6
Update.MmsIncDeepDistinctPath2                           4    4299.82
Update.MmsIncDeepDistinctPath3                           1    1390.77
Update.MmsIncDeepDistinctPath3                           2    2918.85
Update.MmsIncDeepDistinctPath3                           4    4160.94
Update.MmsIncDeepDistinctPath4                           1    1431.57
Update.MmsIncDeepDistinctPath4                           2    2826.14
Update.MmsIncDeepDistinctPath4                           4    4049.07
Update.MmsSetDeepDistinctPaths                           1    1405.97
Update.MmsSetDeepDistinctPaths                           2    2602.32
Update.MmsSetDeepDistinctPaths                           4    4079.32
