test_name                                      num_threads    ops_per_sec
Insert.JustNum                                           2    2781.85
Insert.JustNum                                           4    5688.38
Insert.JustNumIndexed                                    1    1408.83
Insert.JustNumIndexed                                    2    2775.42
Insert.JustNumIndexed                                    4    5112.82
InsertIndexedStringsSimpleCollation                      1    1284.62
InsertIndexedStringsSimpleCollation                      2    2879.66
InsertIndexedStringsSimpleCollation                      4    4934.48
InsertIndexedStringsNonSimpleCollation                   1    1413.21
InsertIndexedStringsNonSimpleCollation                   2    2687.64
InsertIndexedStringsNonSimpleCollation                   4    4903.62
Insert.UniqueIndex                                       1    1350.56
Insert.UniqueIndex                                       2    2773.6
Insert.UniqueIndex                                       4    5362.91
Insert.UniqueIndexCompound                               1    1278.39
Insert.UniqueIndexCompound                               2    2867.78
Insert.UniqueIndexCompound                               4    4738.53
Insert.UniqueIndexCompoundReverse                        1    1302.32
Insert.UniqueIndexCompoundReverse                        2    2510.5
Insert.UniqueIndexCompoundReverse                        4    4956.24
Insert.LargeDocVector                                    1     221.22
Insert.LargeDocVector                                    2     328.231
Insert.LargeDocVector                                    4     692.439
MultiUpdate.Uncontended.SingleDoc.NoIndex                1    1255.84
MultiUpdate.Uncontended.SingleDoc.NoIndex                2    2715.17
MultiUpdate.Uncontended.SingleDoc.NoIndex                4    4733.4
MultiUpdate.Uncontended.SingleDoc.Indexed                1    1202.38
MultiUpdate.Uncontended.SingleDoc.Indexed                2    2635.18
MultiUpdate.Uncontended.SingleDoc.Indexed                4    4232.85
MultiUpdate.Uncontended.TwoDocs.NoIndex                  1    1219.96
MultiUpdate.Uncontended.TwoDocs.NoIndex                  2    2207.55
MultiUpdate.Uncontended.TwoDocs.NoIndex                  4    4187.18
MultiUpdate.Uncontended.TwoDocs.Indexed                  1    1078.03
MultiUpdate.Uncontended.TwoDocs.Indexed                  2    2228.83
MultiUpdate.Uncontended.TwoDocs.Indexed                  4    3941.17
MultiUpdate.Contended.Low.NoIndex                        1    1224.53
MultiUpdate.Contended.Low.NoIndex                        2    2781.35
MultiUpdate.Contended.Low.NoIndex                        4    4569.72
MultiUpdate.Contended.Low.Indexed                        1    1202.26
MultiUpdate.Contended.Low.Indexed                        2    2638.82
MultiUpdate.Contended.Low.Indexed                        4    4558.2
MultiUpdate.Contended.Medium.NoIndex                     1      17.0619
MultiUpdate.Contended.Medium.NoIndex                     2      21.0511
MultiUpdate.Contended.Medium.NoIndex                     4      13.5429
MultiUpdate.Contended.Medium.Indexed                     1       6.39223
MultiUpdate.Contended.Medium.Indexed                     2      15.273
MultiUpdate.Contended.Medium.Indexed                     4       6.31599
MultiUpdate.Contended.Hot.NoIndex                        1     534.337
MultiUpdate.Contended.Hot.NoIndex                        2    1282.02
MultiUpdate.Contended.Hot.NoIndex                        4    1790.13
MultiUpdate.Contended.Hot.Indexed                        1     680.088
MultiUpdate.Contended.Hot.Indexed                        2    1094.14
MultiUpdate.Contended.Hot.Indexed                        4    1742.4
MultiUpdate.Contended.Doc.Seq.NoIndex                    1    1360.76
MultiUpdate.Contended.Doc.Seq.NoIndex                    2    2753.27
MultiUpdate.Contended.Doc.Seq.NoIndex                    4    4870.26
MultiUpdate.Contended.Doc.Seq.Indexed                    1    1300.46
MultiUpdate.Contended.Doc.Seq.Indexed                    2    2691.35
MultiUpdate.Contended.Doc.Seq.Indexed                    4    4541.83
MultiUpdate.Contended.Doc.Rnd.NoIndex                    1    1907.91
MultiUpdate.Contended.Doc.Rnd.NoIndex                    2    4049.39
MultiUpdate.Contended.Doc.Rnd.NoIndex                    4    6531.67
MultiUpdate.Contended.Doc.Rnd.Indexed                    1    2113.88
MultiUpdate.Contended.Doc.Rnd.Indexed                    2    3918.34
MultiUpdate.Contended.Doc.Rnd.Indexed                    4    7118.75
Update.IncNoIndex                                        1    1308.1
Update.IncNoIndex                                        2    2774.28
Update.IncNoIndex                                        4    5038.87
Update.IncWithIndex                                      1    1229.83
Update.IncWithIndex                                      2    2809.3
Update.IncWithIndex                                      4    4439.92
Update.IncNoIndexUpsert                                  1    1301.57
Update.IncNoIndexUpsert                                  2    2806.84
Update.IncNoIndexUpsert                                  4    4811.97
Update.IncWithIndexUpsert                                1    1287.79
Update.IncWithIndexUpsert                                2    2458.28
Update.IncWithIndexUpsert                                4    4833.16
Update.IncFewSmallDoc                                    1    1257.92
Update.IncFewSmallDoc                                    2    2866.12
Update.IncFewSmallDoc                                    4    4328.82
Update.IncFewLargeDoc                                    1    1268.25
Update.IncFewLargeDoc                                    2    2644.54
Update.IncFewLargeDoc                                    4    4383.66
Update.IncFewSmallDocLongFields                          1    1236.6
Update.IncFewSmallDocLongFields                          2    2489.49
Update.IncFewSmallDocLongFields                          4    4810.13
Update.IncFewLargeDocLongFields                          1    1285.87
Update.IncFewLargeDocLongFields                          2    2741.48
Update.IncFewLargeDocLongFields                          4    4523.97
Update.SingleDocFieldAtOffset                            1    1811.68
Update.SingleDocFieldAtOffset                            2    3680.42
Update.SingleDocFieldAtOffset                            4    7002.68
Update.FieldAtOffset                                     1     133.412
Update.FieldAtOffset                                     2     279.904
Update.FieldAtOffset                                     4     556.466
Update.ManyElementsWithinArray                           1     298.523
Update.ManyElementsWithinArray                           2     608.635
Update.ManyElementsWithinArray                           4    1041.79
Update.MatchedElementWithinArray                         1     821.435
Update.MatchedElementWithinArray                         2    1531.49
Update.MatchedElementWithinArray                         4    2818.49
Update.UniqueIndex                                       1    1255.45
Update.UniqueIndex                                       2    2633.49
Update.UniqueIndex                                       4    4758.5
Update.UniqueIndexCompoundReverse                        1    1226.7
Update.UniqueIndexCompoundReverse                        2    2755.73
Update.UniqueIndexCompoundReverse                        4    4395.28
Update.MmsIncShallow1                                    1    1228.15
Update.MmsIncShallow1                                    2    2485.64
Update.MmsIncShallow1                                    4    3785.76
Update.MmsIncShallow2                                    1    1214.26
Update.MmsIncShallow2                                    2    2510.79
Update.MmsIncShallow2                                    4    3895.64
Update.MmsIncDeep1                                       1    1196.68
Update.MmsIncDeep1                                       2    2677.02
Update.MmsIncDeep1                                       4    3711.34
Update.MmsIncDeepSharedPath2                             1    1161.17
Update.MmsIncDeepSharedPath2                             2    2368.68
Update.MmsIncDeepSharedPath2                             4    3685.57
Update.MmsIncDeepSharedPath3                             1    1208.11
Update.MmsIncDeepSharedPath3                             2    2063.72
Update.MmsIncDeepSharedPath3                             4    3542.96
Update.MmsIncDeepDistinctPath2                           1    1054.74
Update.MmsIncDeepDistinctPath2                           2    2498.14
Update.MmsIncDeepDistinctPath2                           4    3464.36
Update.MmsIncDeepDistinctPath3                           1    1152.41
Update.MmsIncDeepDistinctPath3                           2    2305.78
Update.MmsIncDeepDistinctPath3                           4    3673.64
Update.MmsIncDeepDistinctPath4                           1    1155.85
Update.MmsIncDeepDistinctPath4                           2    2089.62
Update.MmsIncDeepDistinctPath4                           4    3746.07
Update.MmsSetDeepDistinctPaths                           1    1063.26
Update.MmsSetDeepDistinctPaths                           2    2315.57
Update.MmsSetDeepDistinctPaths                           4    3264.81
